name,number,year,extraction_annual,extraction_cumulative,transfers_in_annual,transfers_in_cumulative,expenses_annual,balance,transfers_out,distribution,city_admin_costs,finance_costs,bank,finance_costs_2,bank_2,url,creation,expiration
Stockyards Annex,043,2019,1946471,28582301,-,525000,40140,8649429,595000,-,23895.00,,,,,https://www.chicago.gov/content/dam/city/depts/dcd/tif/19reports/T_043_StockyardsAnnexAR19.pdf,12/11/1996,12/31/2020
Stockyards Southeast Quadrant Industrial,045,2019,1606519,41988494,-,3675608,125793,7037259,576000,-,21772.00,,,,,https://www.chicago.gov/content/dam/city/depts/dcd/tif/19reports/T_045_StockyardsSEQuadrantAR19.pdf,2/26/1992,12/31/2028
Stony Island Commercial/Burnside Industrial,054,2019,3952899,46086115,-,-,1549635,7726527,-,3000000,45307.00,,,,,https://www.chicago.gov/content/dam/city/depts/dcd/tif/19reports/T_054_StonyIslandBurnsideAR19.pdf,6/10/1998,12/31/2034
Touhy/Western,146,2019,598916,5122831,2106384,20112728,2919442,3791059,-,-,,691440.63,Zions Bank,1788933.60,Amalgamated Bank of Chicago,https://www.chicago.gov/content/dam/city/depts/dcd/tif/19reports/T_146_TouhyWesternAR19.pdf,9/13/2006,12/31/2030
Washington Park,178,2019,1211809,2666475,4762500,6650000,4659313,3047783,-,-,14508.00,,,,,https://www.chicago.gov/content/dam/city/depts/dcd/tif/19reports/T_178_WashingtonParkAR19.pdf,10/8/2014,12/31/2038
West Irving Park,083,2019,1288033,15887989,-,2500000,389590,3740179,-,-,15063.00,,,,,https://www.chicago.gov/content/dam/city/depts/dcd/tif/19reports/T_083_WestIrvingParkAR19.pdf,1/12/2000,12/31/2024
Western Avenue North,084,2019,8559650,86426940,-,2250000,987191,15188413,-,366668,104573.00,,,,,https://www.chicago.gov/content/dam/city/depts/dcd/tif/19reports/T_084_WesternNorthAR19.pdf,1/12/2000,12/31/2024
Western Avenue South,085,2019,9731851,100794033,-,250000,2684516,31997089,978000,-,116467.00,,,,,https://www.chicago.gov/content/dam/city/depts/dcd/tif/19reports/T_085_WesternSouthAR19.pdf,1/12/2000,12/31/2024
Western/Rock Island,142,2019,1203203,14277638,1000000,6031115,951609,1925579,-,1200000,14751.00,,,,,https://www.chicago.gov/content/dam/city/depts/dcd/tif/19reports/T_142_WesternRockIslandAR19.pdf,2/8/2006,12/31/2030
West Woodlawn,171,2019,320,96771,800000,2300000,116246,988691,-,-,,,,,,https://www.chicago.gov/content/dam/city/depts/dcd/tif/19reports/T_171_WestWoodlawnAR19.pdf,5/12/2010,12/31/2034
Wilson Yard,110,2019,8648801,106056948,-,-,11033526,15938094,-,-,107556.00,,,,,https://www.chicago.gov/content/dam/city/depts/dcd/tif/19reports/T_110_WilsonYardAR19.pdf,6/27/2001,12/31/2025
Woodlawn,065,2019,3660943,45012371,-,-,1652939,11357727,-,5800000,45603.00,,,,,https://www.chicago.gov/content/dam/city/depts/dcd/tif/19reports/T_065_WoodlawnAR19.pdf,1/20/1999,1/20/2022
Western/Ogden,048,2019,9441832,113599136,-,-,3621939,24782007,888000,10350000,124434.00,,,,,https://www.chicago.gov/content/dam/city/depts/dcd/tif/19reports/T_048_WesternOgdenAR19.pdf,2/5/1998,2/5/2021
